[ 2018-04-19T08:59:07+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000773s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.000904s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.000948s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.007113s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007158s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.000445s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000481s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000390s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000622s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002044s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001639s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001677s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Run CheckRoute Behavior [ RunTime:0.000801s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000849s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000618s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000646s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.181943s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | SQL: SELECT * FROM `category` WHERE cid=0  [ RunTime:0.011282s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001401s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001450s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ParseTemplate Behavior [ RunTime:0.096102s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.096139s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ContentReplace Behavior [ RunTime:0.000657s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run TokenBuild Behavior [ RunTime:0.000770s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000861s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000730s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003177s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.001396s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.001456s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Run CheckRoute Behavior [ RunTime:0.000822s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ route_check ] --END-- [ RunTime:0.000866s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000870s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000919s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.003242s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | SQL: INSERT INTO `category` (`name`,`content`,`cid`) VALUES ('美的','','5') [ RunTime:0.081524s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run LocationTemplate Behavior [ RunTime:0.000876s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_template ] --END-- [ RunTime:0.000908s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ParseTemplate Behavior [ RunTime:0.033874s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033908s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ContentReplace Behavior [ RunTime:0.000449s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run TokenBuild Behavior [ RunTime:0.000379s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000345s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ShowRuntime Behavior [ RunTime:0.000416s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001659s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ShowPageTrace Behavior [ RunTime:0.001100s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_end ] --END-- [ RunTime:0.001126s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Run CheckRoute Behavior [ RunTime:0.000685s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000744s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000679s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000713s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.002776s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | SQL: SELECT * FROM `category` WHERE cid=0  [ RunTime:0.000244s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000949s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000976s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ParseTemplate Behavior [ RunTime:0.006340s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006378s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ContentReplace Behavior [ RunTime:0.000416s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run TokenBuild Behavior [ RunTime:0.000541s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000321s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000476s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001826s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.001344s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.001404s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000785s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000847s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002513s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.002580s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 128 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 141 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 368 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 369 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 370 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 373 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 375 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: pager 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 384 行.
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.062074s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.062120s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000510s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000452s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000356s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000424s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001814s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001104s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001132s ]
