[ 2018-04-19T08:59:07+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000773s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.000904s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.000948s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.007113s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007158s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.000445s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000481s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000390s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000622s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002044s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001639s ]
[ 2018-04-19T09:33:58+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001677s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Run CheckRoute Behavior [ RunTime:0.000801s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000849s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000618s ]
[ 2018-04-19T09:37:08+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000646s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.181943s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | SQL: SELECT * FROM `category` WHERE cid=0  [ RunTime:0.011282s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001401s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001450s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ParseTemplate Behavior [ RunTime:0.096102s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.096139s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ContentReplace Behavior [ RunTime:0.000657s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run TokenBuild Behavior [ RunTime:0.000770s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000861s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000730s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003177s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.001396s ]
[ 2018-04-19T09:37:09+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.001456s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Run CheckRoute Behavior [ RunTime:0.000822s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ route_check ] --END-- [ RunTime:0.000866s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000870s ]
[ 2018-04-19T09:37:31+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000919s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.003242s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 873 行.
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | SQL: INSERT INTO `category` (`name`,`content`,`cid`) VALUES ('美的','','5') [ RunTime:0.081524s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run LocationTemplate Behavior [ RunTime:0.000876s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_template ] --END-- [ RunTime:0.000908s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ParseTemplate Behavior [ RunTime:0.033874s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033908s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ContentReplace Behavior [ RunTime:0.000449s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run TokenBuild Behavior [ RunTime:0.000379s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000345s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ShowRuntime Behavior [ RunTime:0.000416s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001659s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Run ShowPageTrace Behavior [ RunTime:0.001100s ]
[ 2018-04-19T09:37:32+08:00 ] /index.php/Admin/Category/addOK | INFO: Tag[ view_end ] --END-- [ RunTime:0.001126s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --START--
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Run CheckRoute Behavior [ RunTime:0.000685s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000744s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000679s ]
[ 2018-04-19T09:37:33+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000713s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | SQL: SHOW COLUMNS FROM `category` [ RunTime:0.002776s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | SQL: SELECT * FROM `category` WHERE cid=0  [ RunTime:0.000244s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000949s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000976s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ParseTemplate Behavior [ RunTime:0.006340s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006378s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ContentReplace Behavior [ RunTime:0.000416s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run TokenBuild Behavior [ RunTime:0.000541s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000321s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000476s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001826s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.001344s ]
[ 2018-04-19T09:37:34+08:00 ] /index.php/Admin/Category/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.001404s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000785s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000847s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002513s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.002580s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 128 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 141 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 368 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 369 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 370 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 373 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: value 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 375 行.
[ 2018-04-19T09:40:17+08:00 ] / | NOTIC: [8] Undefined variable: pager 1ca3099d593ceb2fb3f303aef3e10ea7.php 第 384 行.
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.062074s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.062120s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000510s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000452s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000356s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000424s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001814s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001104s ]
[ 2018-04-19T09:40:17+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001132s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000962s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001094s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000705s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000761s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001017s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001048s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.006423s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006457s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000537s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000668s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000480s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000566s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002327s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001671s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001710s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run CheckRoute Behavior [ RunTime:0.000827s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --END-- [ RunTime:0.000874s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000690s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000722s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run LocationTemplate Behavior [ RunTime:0.000943s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --END-- [ RunTime:0.000981s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | NOTIC: [8] Undefined variable: qx 9be1047bb7a563f25d2f04755fc1a79b.php 第 17 行.
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run ParseTemplate Behavior [ RunTime:0.006102s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006129s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run ContentReplace Behavior [ RunTime:0.000565s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run TokenBuild Behavior [ RunTime:0.000590s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000645s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowRuntime Behavior [ RunTime:0.000623s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002521s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowPageTrace Behavior [ RunTime:0.001802s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --END-- [ RunTime:0.001846s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run CheckRoute Behavior [ RunTime:0.000785s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --END-- [ RunTime:0.000833s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000569s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000604s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run LocationTemplate Behavior [ RunTime:0.001261s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --END-- [ RunTime:0.001383s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run ParseTemplate Behavior [ RunTime:0.010139s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010200s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run ContentReplace Behavior [ RunTime:0.000584s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000608s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000489s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowRuntime Behavior [ RunTime:0.000644s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002673s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowPageTrace Behavior [ RunTime:0.001774s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --END-- [ RunTime:0.001814s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run CheckRoute Behavior [ RunTime:0.000842s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --END-- [ RunTime:0.000890s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000859s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000896s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.001158s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.001259s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.017030s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017076s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.001016s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000488s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000379s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000498s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002509s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001433s ]
[ 2018-04-19T11:34:41+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001476s ]
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | ERR: (ThinkException) 非法操作login.html
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Tag[ route_check ] --START--
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.000721s ]
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000780s ]
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Tag[ app_begin ] --START--
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000397s ]
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000430s ]
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [8] Undefined index: file ThinkException.class.php 第 72 行.
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [8] Undefined index: line ThinkException.class.php 第 73 行.
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [2] file(): Filename cannot be empty ThinkException.class.php 第 74 行.
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [8] Undefined index: file ThinkException.class.php 第 78 行.
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [8] Undefined index: line ThinkException.class.php 第 78 行.
[ 2018-04-19T11:34:48+08:00 ] /index.php/Admin/Index/login.html | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
