[ 2018-04-16T06:16:30+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001163s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001201s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005680s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005715s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000452s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000474s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000397s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000494s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001890s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001111s ]
[ 2018-04-16T11:36:44+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001137s ]
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000702s ]
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000817s ]
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000500s ]
[ 2018-04-16T11:37:07+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000536s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SHOW COLUMNS FROM `tp_shinkanshop` [ RunTime:0.003206s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `tp_shinkanshop` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.000245s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.000629s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.000657s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.005170s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005205s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.000307s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.000373s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000241s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.000338s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001332s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.000907s ]
[ 2018-04-16T11:37:08+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.000962s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000642s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000699s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000441s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000477s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001036s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001085s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005294s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005333s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000222s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000359s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000201s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000265s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001117s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000862s ]
[ 2018-04-16T11:37:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000887s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000597s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000658s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000328s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000355s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000457s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000486s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.004273s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004302s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000220s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000355s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000165s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000261s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001071s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000832s ]
[ 2018-04-16T11:37:13+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000857s ]
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000486s ]
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000534s ]
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000336s ]
[ 2018-04-16T11:37:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000364s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SHOW COLUMNS FROM `tp_shinkanshop` [ RunTime:0.002633s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `tp_shinkanshop` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.000260s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.000855s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.000890s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.004773s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004807s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.000255s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.000350s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000164s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.000398s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001254s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.000927s ]
[ 2018-04-16T11:37:18+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.000952s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000467s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000511s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000326s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000352s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000488s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000517s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.004699s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004736s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000296s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000434s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000172s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000389s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001366s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001294s ]
[ 2018-04-16T11:37:21+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001335s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000778s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000829s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000417s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000444s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000661s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000691s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.004818s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004912s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000659s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000408s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000427s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000469s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002055s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001409s ]
[ 2018-04-16T11:43:33+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001439s ]
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000579s ]
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000628s ]
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000393s ]
[ 2018-04-16T11:43:39+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000426s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `tp_admin` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.000331s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.000515s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.000546s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.005091s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005127s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.000237s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.000358s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000173s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.000269s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001109s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001062s ]
[ 2018-04-16T11:43:40+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001147s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000610s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000663s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000391s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000424s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000485s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000536s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.004480s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004514s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000263s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000364s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000166s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000266s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001132s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000889s ]
[ 2018-04-16T11:43:43+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000914s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000931s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001001s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000485s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000514s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000671s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000705s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.004788s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004821s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000317s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000397s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000246s ]
[ 2018-04-16T11:49:39+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000388s ]
